premise,hypothesis,label
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is a homemaker.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person wasn't a smoker in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is currently not a smoker.,True
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person currently does not drink alcohol.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person did not drink alcohol in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is not employed.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person did not use cocaine in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person wasn't a drug user in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person did not use marijuana in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person did not use opioids in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person does not use cocaine.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is not a drug user.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person does not use marijuana.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person does not use opioids.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person lives in their own or their family's home.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is retired due to age or preference.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is retired due to disability.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is retired due to an unknown reason.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is a student.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person used cocaine in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person was a drug user in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person used marijuana in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person used opioids in the past.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person uses cocaine.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person is a drug user.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person uses marijuana.,False
"The patient used to smoke cigarettes for about 20 years, one-half pack a day",The person uses opioids.,False
"The patient used to smoke, but quit approximately 30 years ago",The person has access to transportation.,False
"The patient used to smoke, but quit approximately 30 years ago",The person was a smoker in the past.,True
"The patient used to smoke, but quit approximately 30 years ago",The person is able to obtain food on a consistent basis.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is currently a smoker.,False
"The patient used to smoke, but quit approximately 30 years ago",The person currently drinks alcohol.,False
"The patient used to smoke, but quit approximately 30 years ago",The person drank alcohol in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is employed part time.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is employed.,False
"The patient used to smoke, but quit approximately 30 years ago",The person lives in a housing facility.,False
"The patient used to smoke, but quit approximately 30 years ago",The person lives in their own or their family's home.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is a homemaker.,False
"The patient used to smoke, but quit approximately 30 years ago",The person wasn't a smoker in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is currently not a smoker.,True
"The patient used to smoke, but quit approximately 30 years ago",The person currently does not drink alcohol.,False
"The patient used to smoke, but quit approximately 30 years ago",The person did not drink alcohol in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is not employed.,False
"The patient used to smoke, but quit approximately 30 years ago",The person did not use cocaine in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person wasn't a drug user in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person did not use marijuana in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person did not use opioids in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person does not use cocaine.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is not a drug user.,False
"The patient used to smoke, but quit approximately 30 years ago",The person does not use marijuana.,False
"The patient used to smoke, but quit approximately 30 years ago",The person does not use opioids.,False
"The patient used to smoke, but quit approximately 30 years ago",The person lives in their own or their family's home.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is retired due to age or preference.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is retired due to disability.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is retired due to an unknown reason.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is a student.,False
"The patient used to smoke, but quit approximately 30 years ago",The person used cocaine in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person was a drug user in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person used marijuana in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person used opioids in the past.,False
"The patient used to smoke, but quit approximately 30 years ago",The person uses cocaine.,False
"The patient used to smoke, but quit approximately 30 years ago",The person is a drug user.,False
"The patient used to smoke, but quit approximately 30 years ago",The person uses marijuana.,False
"The patient used to smoke, but quit approximately 30 years ago",The person uses opioids.,False
The patient works as a school teacher and teaching high school.,The person has access to transportation.,False
The patient works as a school teacher and teaching high school.,The person was a smoker in the past.,False
The patient works as a school teacher and teaching high school.,The person is able to obtain food on a consistent basis.,False
The patient works as a school teacher and teaching high school.,The person is currently a smoker.,False
The patient works as a school teacher and teaching high school.,The person currently drinks alcohol.,False
The patient works as a school teacher and teaching high school.,The person drank alcohol in the past.,False
The patient works as a school teacher and teaching high school.,The person is employed part time.,False
The patient works as a school teacher and teaching high school.,The person is employed.,True
The patient works as a school teacher and teaching high school.,The person lives in a housing facility.,False
The patient works as a school teacher and teaching high school.,The person lives in their own or their family's home.,False
The patient works as a school teacher and teaching high school.,The person is a homemaker.,False
The patient works as a school teacher and teaching high school.,The person wasn't a smoker in the past.,False
The patient works as a school teacher and teaching high school.,The person is currently not a smoker.,False
The patient works as a school teacher and teaching high school.,The person currently does not drink alcohol.,False
The patient works as a school teacher and teaching high school.,The person did not drink alcohol in the past.,False
The patient works as a school teacher and teaching high school.,The person is not employed.,False
The patient works as a school teacher and teaching high school.,The person did not use cocaine in the past.,False
The patient works as a school teacher and teaching high school.,The person wasn't a drug user in the past.,False
The patient works as a school teacher and teaching high school.,The person did not use marijuana in the past.,False
The patient works as a school teacher and teaching high school.,The person did not use opioids in the past.,False
The patient works as a school teacher and teaching high school.,The person does not use cocaine.,False
The patient works as a school teacher and teaching high school.,The person is not a drug user.,False
The patient works as a school teacher and teaching high school.,The person does not use marijuana.,False
The patient works as a school teacher and teaching high school.,The person does not use opioids.,False
The patient works as a school teacher and teaching high school.,The person lives in their own or their family's home.,False
The patient works as a school teacher and teaching high school.,The person is retired due to age or preference.,False
The patient works as a school teacher and teaching high school.,The person is retired due to disability.,False
The patient works as a school teacher and teaching high school.,The person is retired due to an unknown reason.,False
The patient works as a school teacher and teaching high school.,The person is a student.,False
The patient works as a school teacher and teaching high school.,The person used cocaine in the past.,False
The patient works as a school teacher and teaching high school.,The person was a drug user in the past.,False
The patient works as a school teacher and teaching high school.,The person used marijuana in the past.,False
The patient works as a school teacher and teaching high school.,The person used opioids in the past.,False
The patient works as a school teacher and teaching high school.,The person uses cocaine.,False
The patient works as a school teacher and teaching high school.,The person is a drug user.,False
The patient works as a school teacher and teaching high school.,The person uses marijuana.,False
The patient works as a school teacher and teaching high school.,The person uses opioids.,False
There is no history of tobacco use or alcohol use.,The person has access to transportation.,False
There is no history of tobacco use or alcohol use.,The person was a smoker in the past.,False
There is no history of tobacco use or alcohol use.,The person is able to obtain food on a consistent basis.,False
There is no history of tobacco use or alcohol use.,The person is currently a smoker.,False
There is no history of tobacco use or alcohol use.,The person currently drinks alcohol.,False
There is no history of tobacco use or alcohol use.,The person drank alcohol in the past.,False
There is no history of tobacco use or alcohol use.,The person is employed part time.,False
There is no history of tobacco use or alcohol use.,The person is employed.,False
There is no history of tobacco use or alcohol use.,The person lives in a housing facility.,False
There is no history of tobacco use or alcohol use.,The person lives in their own or their family's home.,False
There is no history of tobacco use or alcohol use.,The person is a homemaker.,False
There is no history of tobacco use or alcohol use.,The person wasn't a smoker in the past.,True
There is no history of tobacco use or alcohol use.,The person is currently not a smoker.,True
There is no history of tobacco use or alcohol use.,The person currently does not drink alcohol.,True
There is no history of tobacco use or alcohol use.,The person did not drink alcohol in the past.,True
There is no history of tobacco use or alcohol use.,The person is not employed.,False
There is no history of tobacco use or alcohol use.,The person did not use cocaine in the past.,False
There is no history of tobacco use or alcohol use.,The person wasn't a drug user in the past.,False
There is no history of tobacco use or alcohol use.,The person did not use marijuana in the past.,False
There is no history of tobacco use or alcohol use.,The person did not use opioids in the past.,False
There is no history of tobacco use or alcohol use.,The person does not use cocaine.,False
There is no history of tobacco use or alcohol use.,The person is not a drug user.,False
There is no history of tobacco use or alcohol use.,The person does not use marijuana.,False
There is no history of tobacco use or alcohol use.,The person does not use opioids.,False
There is no history of tobacco use or alcohol use.,The person lives in their own or their family's home.,False
There is no history of tobacco use or alcohol use.,The person is retired due to age or preference.,False
There is no history of tobacco use or alcohol use.,The person is retired due to disability.,False
There is no history of tobacco use or alcohol use.,The person is retired due to an unknown reason.,False
There is no history of tobacco use or alcohol use.,The person is a student.,False
There is no history of tobacco use or alcohol use.,The person used cocaine in the past.,False
There is no history of tobacco use or alcohol use.,The person was a drug user in the past.,False
There is no history of tobacco use or alcohol use.,The person used marijuana in the past.,False
There is no history of tobacco use or alcohol use.,The person used opioids in the past.,False
There is no history of tobacco use or alcohol use.,The person uses cocaine.,False
There is no history of tobacco use or alcohol use.,The person is a drug user.,False
There is no history of tobacco use or alcohol use.,The person uses marijuana.,False
There is no history of tobacco use or alcohol use.,The person uses opioids.,False
They are retired from ABC.,The person has access to transportation.,False
They are retired from ABC.,The person was a smoker in the past.,False
They are retired from ABC.,The person is able to obtain food on a consistent basis.,False
They are retired from ABC.,The person is currently a smoker.,False
They are retired from ABC.,The person currently drinks alcohol.,False
They are retired from ABC.,The person drank alcohol in the past.,False
They are retired from ABC.,The person is employed part time.,False
They are retired from ABC.,The person is employed.,False
They are retired from ABC.,The person lives in a housing facility.,False
They are retired from ABC.,The person lives in their own or their family's home.,False
They are retired from ABC.,The person is a homemaker.,False
They are retired from ABC.,The person wasn't a smoker in the past.,False
They are retired from ABC.,The person is currently not a smoker.,False
They are retired from ABC.,The person currently does not drink alcohol.,False
They are retired from ABC.,The person did not drink alcohol in the past.,False
They are retired from ABC.,The person is not employed.,False
They are retired from ABC.,The person did not use cocaine in the past.,False
They are retired from ABC.,The person wasn't a drug user in the past.,False
They are retired from ABC.,The person did not use marijuana in the past.,False
They are retired from ABC.,The person did not use opioids in the past.,False
They are retired from ABC.,The person does not use cocaine.,False
They are retired from ABC.,The person is not a drug user.,False
They are retired from ABC.,The person does not use marijuana.,False
They are retired from ABC.,The person does not use opioids.,False
They are retired from ABC.,The person lives in their own or their family's home.,False
They are retired from ABC.,The person is retired due to age or preference.,False
They are retired from ABC.,The person is retired due to disability.,False
They are retired from ABC.,The person is retired due to an unknown reason.,True
They are retired from ABC.,The person is a student.,False
They are retired from ABC.,The person used cocaine in the past.,False
They are retired from ABC.,The person was a drug user in the past.,False
They are retired from ABC.,The person used marijuana in the past.,False
They are retired from ABC.,The person used opioids in the past.,False
They are retired from ABC.,The person uses cocaine.,False
They are retired from ABC.,The person is a drug user.,False
They are retired from ABC.,The person uses marijuana.,False
They are retired from ABC.,The person uses opioids.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person has access to transportation.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person was a smoker in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is able to obtain food on a consistent basis.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is currently a smoker.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person currently drinks alcohol.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person drank alcohol in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is employed part time.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is employed.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person lives in a housing facility.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person lives in their own or their family's home.,True
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is a homemaker.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person wasn't a smoker in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is currently not a smoker.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person currently does not drink alcohol.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person did not drink alcohol in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is not employed.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person did not use cocaine in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person wasn't a drug user in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person did not use marijuana in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person did not use opioids in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person does not use cocaine.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is not a drug user.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person does not use marijuana.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person does not use opioids.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person lives in their own or their family's home.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is retired due to age or preference.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is retired due to disability.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is retired due to an unknown reason.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is a student.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person used cocaine in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person was a drug user in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person used marijuana in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person used opioids in the past.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person uses cocaine.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person is a drug user.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person uses marijuana.,False
"This child lives with his mother and father, both are teenagers, unmarried, who are not well educated",The person uses opioids.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person has access to transportation.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person was a smoker in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is able to obtain food on a consistent basis.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is currently a smoker.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person currently drinks alcohol.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person drank alcohol in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is employed part time.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is employed.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person lives in a housing facility.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person lives in their own or their family's home.,True
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is a homemaker.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person wasn't a smoker in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is currently not a smoker.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person currently does not drink alcohol.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person did not drink alcohol in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is not employed.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person did not use cocaine in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person wasn't a drug user in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person did not use marijuana in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person did not use opioids in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person does not use cocaine.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is not a drug user.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person does not use marijuana.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person does not use opioids.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person lives in their own or their family's home.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is retired due to age or preference.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is retired due to disability.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is retired due to an unknown reason.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is a student.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person used cocaine in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person was a drug user in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person used marijuana in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person used opioids in the past.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person uses cocaine.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person is a drug user.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person uses marijuana.,False
"This is a 16-year-old Caucasian adolescent female who is going into ninth grade and lives with her mother, the mother's boyfriend, and a 12, 11, and 10-year-old sister",The person uses opioids.,False
Tobacco history: smokes two packs of cigarettes per day,The person has access to transportation.,False
Tobacco history: smokes two packs of cigarettes per day,The person was a smoker in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person is able to obtain food on a consistent basis.,False
Tobacco history: smokes two packs of cigarettes per day,The person is currently a smoker.,True
Tobacco history: smokes two packs of cigarettes per day,The person currently drinks alcohol.,False
Tobacco history: smokes two packs of cigarettes per day,The person drank alcohol in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person is employed part time.,False
Tobacco history: smokes two packs of cigarettes per day,The person is employed.,False
Tobacco history: smokes two packs of cigarettes per day,The person lives in a housing facility.,False
Tobacco history: smokes two packs of cigarettes per day,The person lives in their own or their family's home.,False
Tobacco history: smokes two packs of cigarettes per day,The person is a homemaker.,False
Tobacco history: smokes two packs of cigarettes per day,The person wasn't a smoker in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person is currently not a smoker.,False
Tobacco history: smokes two packs of cigarettes per day,The person currently does not drink alcohol.,False
Tobacco history: smokes two packs of cigarettes per day,The person did not drink alcohol in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person is not employed.,False
Tobacco history: smokes two packs of cigarettes per day,The person did not use cocaine in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person wasn't a drug user in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person did not use marijuana in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person did not use opioids in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person does not use cocaine.,False
Tobacco history: smokes two packs of cigarettes per day,The person is not a drug user.,False
Tobacco history: smokes two packs of cigarettes per day,The person does not use marijuana.,False
Tobacco history: smokes two packs of cigarettes per day,The person does not use opioids.,False
Tobacco history: smokes two packs of cigarettes per day,The person lives in their own or their family's home.,False
Tobacco history: smokes two packs of cigarettes per day,The person is retired due to age or preference.,False
Tobacco history: smokes two packs of cigarettes per day,The person is retired due to disability.,False
Tobacco history: smokes two packs of cigarettes per day,The person is retired due to an unknown reason.,False
Tobacco history: smokes two packs of cigarettes per day,The person is a student.,False
Tobacco history: smokes two packs of cigarettes per day,The person used cocaine in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person was a drug user in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person used marijuana in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person used opioids in the past.,False
Tobacco history: smokes two packs of cigarettes per day,The person uses cocaine.,False
Tobacco history: smokes two packs of cigarettes per day,The person is a drug user.,False
Tobacco history: smokes two packs of cigarettes per day,The person uses marijuana.,False
Tobacco history: smokes two packs of cigarettes per day,The person uses opioids.,False
"Tobacco use, averages two cigarettes per day",The person has access to transportation.,False
"Tobacco use, averages two cigarettes per day",The person was a smoker in the past.,False
"Tobacco use, averages two cigarettes per day",The person is able to obtain food on a consistent basis.,False
"Tobacco use, averages two cigarettes per day",The person is currently a smoker.,True
"Tobacco use, averages two cigarettes per day",The person currently drinks alcohol.,False
"Tobacco use, averages two cigarettes per day",The person drank alcohol in the past.,False
"Tobacco use, averages two cigarettes per day",The person is employed part time.,False
"Tobacco use, averages two cigarettes per day",The person is employed.,False
"Tobacco use, averages two cigarettes per day",The person lives in a housing facility.,False
"Tobacco use, averages two cigarettes per day",The person lives in their own or their family's home.,False
"Tobacco use, averages two cigarettes per day",The person is a homemaker.,False
"Tobacco use, averages two cigarettes per day",The person wasn't a smoker in the past.,False
"Tobacco use, averages two cigarettes per day",The person is currently not a smoker.,False
"Tobacco use, averages two cigarettes per day",The person currently does not drink alcohol.,False
"Tobacco use, averages two cigarettes per day",The person did not drink alcohol in the past.,False
"Tobacco use, averages two cigarettes per day",The person is not employed.,False
"Tobacco use, averages two cigarettes per day",The person did not use cocaine in the past.,False
"Tobacco use, averages two cigarettes per day",The person wasn't a drug user in the past.,False
"Tobacco use, averages two cigarettes per day",The person did not use marijuana in the past.,False
"Tobacco use, averages two cigarettes per day",The person did not use opioids in the past.,False
"Tobacco use, averages two cigarettes per day",The person does not use cocaine.,False
"Tobacco use, averages two cigarettes per day",The person is not a drug user.,False
"Tobacco use, averages two cigarettes per day",The person does not use marijuana.,False
"Tobacco use, averages two cigarettes per day",The person does not use opioids.,False
"Tobacco use, averages two cigarettes per day",The person lives in their own or their family's home.,False
"Tobacco use, averages two cigarettes per day",The person is retired due to age or preference.,False
"Tobacco use, averages two cigarettes per day",The person is retired due to disability.,False
"Tobacco use, averages two cigarettes per day",The person is retired due to an unknown reason.,False
"Tobacco use, averages two cigarettes per day",The person is a student.,False
"Tobacco use, averages two cigarettes per day",The person used cocaine in the past.,False
"Tobacco use, averages two cigarettes per day",The person was a drug user in the past.,False
"Tobacco use, averages two cigarettes per day",The person used marijuana in the past.,False
"Tobacco use, averages two cigarettes per day",The person used opioids in the past.,False
"Tobacco use, averages two cigarettes per day",The person uses cocaine.,False
"Tobacco use, averages two cigarettes per day",The person is a drug user.,False
"Tobacco use, averages two cigarettes per day",The person uses marijuana.,False
"Tobacco use, averages two cigarettes per day",The person uses opioids.,False
Unemployed and formerly worked at an herbicide plant.,The person has access to transportation.,False
Unemployed and formerly worked at an herbicide plant.,The person was a smoker in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person is able to obtain food on a consistent basis.,False
Unemployed and formerly worked at an herbicide plant.,The person is currently a smoker.,False
Unemployed and formerly worked at an herbicide plant.,The person currently drinks alcohol.,False
Unemployed and formerly worked at an herbicide plant.,The person drank alcohol in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person is employed part time.,False
Unemployed and formerly worked at an herbicide plant.,The person is employed.,False
Unemployed and formerly worked at an herbicide plant.,The person lives in a housing facility.,False
Unemployed and formerly worked at an herbicide plant.,The person lives in their own or their family's home.,False
Unemployed and formerly worked at an herbicide plant.,The person is a homemaker.,False
Unemployed and formerly worked at an herbicide plant.,The person wasn't a smoker in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person is currently not a smoker.,False
Unemployed and formerly worked at an herbicide plant.,The person currently does not drink alcohol.,False
Unemployed and formerly worked at an herbicide plant.,The person did not drink alcohol in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person is not employed.,True
Unemployed and formerly worked at an herbicide plant.,The person did not use cocaine in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person wasn't a drug user in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person did not use marijuana in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person did not use opioids in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person does not use cocaine.,False
Unemployed and formerly worked at an herbicide plant.,The person is not a drug user.,False
Unemployed and formerly worked at an herbicide plant.,The person does not use marijuana.,False
Unemployed and formerly worked at an herbicide plant.,The person does not use opioids.,False
Unemployed and formerly worked at an herbicide plant.,The person lives in their own or their family's home.,False
Unemployed and formerly worked at an herbicide plant.,The person is retired due to age or preference.,False
Unemployed and formerly worked at an herbicide plant.,The person is retired due to disability.,False
Unemployed and formerly worked at an herbicide plant.,The person is retired due to an unknown reason.,False
Unemployed and formerly worked at an herbicide plant.,The person is a student.,False
Unemployed and formerly worked at an herbicide plant.,The person used cocaine in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person was a drug user in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person used marijuana in the past.,False
